label,text
1,main business area glass machinery group glaston technologies global market leader glass processing machines
1,finnish ahlstrom corporation double investments new specialty glassfiber reinforcement plant south carolina us
0,operating profit fell eur 23 26 mn eur 32 86 mn
1,sponda record profit sale 8 5 mln euro 12 4 mln
1,validating fgvoip client symbian signed represents significant step forward accomplishing goal
0,kone shares dropped 4 1 percent x20ac 43 us 55 77 helsinki
1,purchase cramo become second largest rental services provider latvian market
1,operating profit sales three month period increased respectively eur0 3 eur13 1 compared corresponding period 2005
1,kesko corporation stock exchange release 28 02 2008 09 30 1 1 kesko corporation aspo plc today signed agreement aspo acquires share capital kauko telko ltd subsidiary wholly owned kesko
0,according scanfil demand telecommunications network products fluctuated significantly third quarter 2006 situation expected remain unstable rest year
0,finnish bank land landsbanken issued profit warning
1,order intake grew 40 year year 30 year year respectively eur 576 million eur 1 7 billion respective january september july september 2010 periods
1,meanwhile electrowatt ekono philippines inc also awarded three year operation maintenance contract fr cement corporation
1,paper maker stora enso oyj said friday acquitted charges participated paper price fixing conspiracy united states
0,altogether finnair canceled 500 flights strike
1,pipeline strong
0,adp news may 29 2009 bank america bofa downgraded today ratings swedish finnish paper maker stora enso oyj hel sterv finnish sector player upm kymmene oyj hel upm1v underperf
0,say number deals become normalized moment therefore decided devalue apartments sale added
0,result taxes decreased nearly eur 14 5 mn compared nearly eur 20mn previous accounting period
1,adp news nov 13 2008 finnish printed circuit board pcb maker aspocomp group oyj omx acg1v said today net loss narrowed eur 2 million usd 2 5 first nine months 2008 eur 57
1,finnish pharmaceuticals company orion net sales rose eur 190mn first quarter 2009 eur 180mn first quarter 2008
0,earnings per share eps 2005 decreased eur1 87 eur1 89 2003
1,viking line manages well current ferries
1,lithuanian beer market made 14 41 million liters january rise 0 8 percent year earlier figure lithuanian brewers association reporting citing results members
1,15 december 2010 finnish german telecoms equipment maker nokia siemens networks said today contract upgrade radio network home based telecommunications company elisa oyj hel eli1v
1,outotec oyj press release february 19 2008 11 00 outotec two large minerals processing technology orders mirabela mineracao brasil ltda brazil cumerio med jsco bulgaria
0,loss period totalled eur 15 6 mn compared profit eur 6 3 mn 2008
0,also construction expenses gone russia
1,operating profit totaled eur 37 7 mn slightly eur 37 2 mn corresponding period 2006
1,company advantage pricing seen significantly lower prices offered new unmanned stations
1,fiskars strong portfolio international brands include fiskars iittala gerber silva buster
1,salo finland 29 august 2006 benefon today announced plans strengthen house technology platform licensing complete mobile software platform opna long standing technology partner pollex
0,finnish real kyro mill starting negotiations cut staff
1,truly takes efficiency new heights mr metso adds
1,performance second half 2009 exceeded expectations
1,kesko food ltd press release 04 01 2006 13 00 kesko food ltd launching major tv campaign recruit many one hundred new k food retailers
0,due market conditions company also temporarily lay 3 200 people different sites
1,delivers different user experience enables us widen market address
1,finland insurance company pohjola finnish motorcyclist association signed agreement aim improving motorcyclists traffic safety
1,net sales increased eur193 3 eur179 9 pretax profit rose 34 2 eur43 1 eur1 usd1 4
1,company aims maintain trend profitability current year
1,sales clothing developed best
1,stock new machines reasonably small new orders bring work
1,2010 16 july 2010 finnish steel maker rautaruukki oyj hel rtrks ruukki said today turned net profit eur20m second quarter 2010 net loss eur94m corresponding period last year
1,operating profit rose eur 1 6 mn eur 1 1 mn corresponding period 2006
1,sales came 241 mln eur compared 211 4 mln also beating consensus forecasts 235 mln eur
1,acquisition boomeranger boats oy line done solutions strategy developing business company acquisitions
0,operating profit 12 month period decreased eur2 9 turnover increased eur24 5 compared financial year 2004
0,case effect would 0 finland
0,operating profit declined mainly due increased cost wood recycled fiber strengthened euro
1,tectia corporation hel tec1v provider real time security solutions today announced appointed lan2lan provider services uk distribute data security manage file transfer software
1,turnover surged eur61 8 eur47 6 due increasing service demand especially third quarter overall growth business
1,finnish construction company yit oyj said november 13 2007 70 mln euro 102 8 mln contract construct new office building local property company tapiola real estate oy
1,adp news nov 5 2008 finnish electronic measurement products solutions maker vaisala oyj omx vaias said today net profit rose eur 18 million usd 23 1 first nine months 2008 eur 1
1,ensure low operational cost radio networks bts modules configured software upgraded diagnosed remotely
1,customers chance make bookings services want one location said mikko tuomainen charge finnair internet sales
1,operating profit totaled eur 825mn eur 763mn 2004
0,information released 5 september 2008 nokia american depositary shares fell 8
1,tietoenator uses nokia intellisync mobile suite wireless email calendar device management capabilities company extend services customers
0,operating profit excluding non recurring items totaled eur 0 2 mn eur 0 8 mn corresponding period 2006
0,samsung currently occupies third place lost ground quarter dropping 1 8 11 1 share overall
1,neste oil responded challenge posed european union target biofuels accounting 5 8 traffic fuel usage eu 2010 developing nexbtl technology producing diesel fuel renewables federation said
1,pretax profit group life insurance business increased eur36m eur27m
1,telenor three half year contract worth estimated 12 6 yit chosen telenor elisa principal suppliers ict solutions norway sweden denmark finland
1,1 november 2010 finnish textile clothing company marimekko oyj hel mmo1v announced friday opening first concept store seoul cooperation japanese sector player look inc tyo 8029
0,return capital employed roce 0 2 3 compared 11 3 2007
1,thanks multiplying effect wagon performance transport much efficient says development manager juha malkia vr cargo
1,2006 company intends invest significantly expanding distribution maintenance network
1,indo russia trade cross targeted 10 billion dollars 2010 double 20 billion dollars 2015 trade irritants procedural hassles resolved chamber said survey obstacles trade russia
1,finnish business software group affectogenimap oyj said signed agreement acquire shares swedish sector company intellibis ab 12 mln euro 15 8 mln debt free basis
1,megafon subscriber base increased 16 1 2009 50 5 million users december 31 market share number customers amounted 24 late 2009 23 late 2008 according teliasonera estimates
1,company celebrates fiftieth anniversary next year exporting distinctive detached homes central europe several decades
1,company established 3g base station 17 000 feet foot mount everest enable mountain climbers 29 035 foot summit surf internet even send videos exploits
0,dismissed staff members take matter court unless settled outside
1,number collection errors fell considerably operations speeded
1,adp news sep 30 2008 finnish security privacy software solutions developer stonesoft oyj said today usd 1 9 million eur 1 3 order deliver stonegate network security products unnamed russian te
0,lay offs affect 240 people total 320 okmetic employees finland
1,recovery base metals prices increased demand metals china however
0,february elcoteq group sold st petersburg facility
1,net sales rose 25 5 year year eur59 6 number chargers delivered went 41 65 9 million pieces
1,beijing xfn asia hong kong listed standard chartered bank said signed china mobile phone dealer financing agreement nokia making first foreign bank offer financing country small medium enterprise lr
1,operating profit three month period increased eur1 2 revenue increased eur20 2 compared corresponding period 2005
1,oriola kd expects invoicing 2008 higher comparable invoicing 2007
1,firm 28 october 2009 finnish lifting equipment maker konecranes oyj hel kcr1v said today acquired us machine tool solutions unlimited cincinnati ohio undisclosed sum
0,however rapidly increasing costs strengthening euro challenging whole industry impacted results
0,last year 8 3 million passengers flew airline 4 percent 2007
0,operating profit fourth quarter went eur3m eur4 2 corresponding period 2009 included costs growth projects
1,also strong assets electronic media employing 18 500 increase 9 percent last year
1,finnish ahlstrom corporation ordered key production equipment new glass nonwovens production line russian tver mill finnish vaahto pulp paper machinery part vaahto group
1,adp news nov 6 2008 finnish retail software developer aldata solution oyj omx ald1v said today swung net profit eur 2 1 million usd 2 7 first nine months 2008 versus net loss eu
1,first time finnair awarded agreement uk government
1,orders received grew 55 year year eur732m
0,finnish suominen corporation makes wet wipes nonwovens flexible packaging starting employer employee negotiations tampere plant finland lay 25 employees
1,value firm forestry holdings increased sek 3 6 bn
1,selects third party logistics leader transplace best class technology procurement capabilities leading specialty packaging manufacturer employs complete 3pl solution supply chain visibility transportation efficiency increase service levels time deliveries
0,fair value company investment properties went eur2 769 bn end september 2009 eur2 878 bn year earlier
0,lassila tikanoja operating profit excluding non recurring imputed items second quarter eur11 3 eur13 8 year ago
1,mn pretax profit eur 46 4 mn eur 35 8 mn third quarter 2006
1,27 january 2011 finnish solutions provider affecto oyj hel afe1v said today eur1 2 usd1 6 contract state owned lithuanian social insurance institution sodra
0,negotiation resulted reduction 80 people regular employment around half covered pension arrangements
0,revenue slightly x20ac 495 million 634 million compared x20ac 497 million year earlier
1,beyond improved voice capabilities customers streamlined way comply recalls traceability requirements providing competitive advantage
1,2009 fiskars cash flow operating activities amounted eur121m eur97m previous year
1,antibody given repeated doses 8 mg kg generally well tolerated pharmacokinetic characteristics btt 1023 psoriasis patients consistent observed previously completed study rheumatoid arthritis ra patients
1,yit construction town riihim ki signed lease contract whereby town occupy travel centre office facilities
0,finland snow storms brought trees power lines cutting electricity 2 000 households
0,also upset machinery work taken poland
1,50 50 joint venture called nokia siemens networks comprised nokia network business group siemens carrier related operations creating estimated synergies 1 5 billion euros 1 9 billion 2010 nokia said
0,group order portfolio decreased eur 42 9 mn 9 2007 eur 33 3 mn 2 2008
1,pioneer library system one 127 libraries municipalities arts culture higher education science organizations awarded grants participate big read largest federal reading program u history
1,finnish consultancy satama interactive oyj posted net profit 1 4 mln euro 2 0 mln first nine months 2007 compared net loss 462 000 euro 664 000 period 2006
1,purpose action ensure company cost effectiveness year near future
1,transaction line aspo strategy expand baltic sea region eastern markets
0,belarus oao lidskoe pivo brewery based grodno region reported 1 1 decrease output 1 045 million decaliters january march 2010 representative administration company told
1,newly formed company yit stavo local contact network expertise market know euro stavokonsult combined yit housing concept said juha kostiainen yit vice president corporate communications business development
0,paper stocks among biggest fallers stora enso 2 30 pct 14 01 eur real 2 86 pct 5 09 eur upm kymmene 1 14 pct lower 19 10 eur
1,leary material handling services located perth leading company western australia supplies installs provides service tail lifts
1,stora enso norske skog real upm kymmene credit suisse first boston cfsb raised fair value shares four largest nordic forestry groups
1,tiimari finnish retailer reported geenrated quarterly revenues totalling eur 1 3 mn 4th quarter 2009 eur 0 3 mn loss 2008
1,revenue grew 12 percent x20ac 3 6 billion us 4 5 billion
0,operating profit three month period decreased eur1 65 net sales increased eur14 6 compared corresponding period 2005
0,finnish soapstone processing fireplaces maker tulikivi oyj said february 26 2007 would cut less 20 jobs fireplace sales organization production facilities subsidiary kermansavi oy
1,finnish high technology provider vaahto group reports net sales eur 41 8 mn accounting period september 2007 february 2008 increase 11 2 year earlier
1,company also estimates already carried investments lead increase net sales 2010 2009 reached eur 141 7 million
1,second successful effort financial investor year
0,liquidity providing interrupted may 11 2007 aspocomp group oyj shares traded 0 50 cent aspocomp stock exchange release 11 5 2007
1,fourth quarter 2009 atria net loss shrank eur 1 2 million eur 5 9 million net sales contracted eur 340 4 million eur 361 1 million
1,handelsbanken ranked local cooperative banks aktia customer loyalty time however
1,fair value property portfolio doubled result kapiteeli acquisition totalled eur 2 686 2 1 259 7 million
1,allows young child move forward life
1,according report neomarkka kuitu finland customers interested buying company products restarts production
1,furthermore novator finland oy entered securities lending agreement whereby novator finland oy hold directly amount shares underlying omx market forwards may 23 may 26 2008
1,certain shareholders irrevocably agreed vote favor bond issue
1,three year turn around program expected ensure salomon future competitiveness company said
1,finnish steel maker rautaruukki oyj ruukki said july 7 2008 9 0 mln euro 14 1 mln contract supply install steel superstructures partihallsforbindelsen bridge project gothenburg western sweden
1,groups turnover full fiscal year expected show slight increase previous fiscal year
0,finnish electronics manufacturing services ems company elcoteq se posted net loss 66 4 mln euro 91 2 mln first half 2007 compared net profit 7 1 mln euro 9 8 mln period 2006
0,myllykoski one paper plant finland one us three germany revenues eur286m first half 2010 operating loss eur12m reuters said
0,adpnews sep 28 2009 finnish silicon wafers maker okmetic oyj hel okm1v said reduce number clerical workers 22 worldwide result personnel negotiations completed today
1,3 january 2011 finnish flag carrier finnair oyj hel fia1s said today sealed nine year sale leaseback agreement newest airbus a330 aircraft syndication japanese operating lease market
1,increased trust clients yit seen apartment sales accelerated
0,finnish software hardware developer elektrobit oyj hel ebg1v eb said today temporarily lay 200 people maximum 90 day finland aiming achieve cost savings eur 1 7 million usd 2m second half 2010
1,respondents praised finnair reliability finnishness understanding target group
1,beginning year wartsila secured order deliver four gas fuelled main engines propulsion machinery vessel
1,acquisition panostaja oyj expands business area specialising digital printing
1,finnish sports equipment maker amer sports oyj hel ameas said today net loss narrowed eur 16 9 million usd 22 3 second quarter 2010 eur 23 2 million corresponding period year earlier
1,finlan listed food industry company hkscan group controlled companies baltics improved revenues eur 3 5 mn eur 160 4 mn 2010 eur 156 9 mn year
1,cramo group financial targets 2010 2013 sales growth higher 10 percent per year
1,vaahto entered deal via subsidiary vaahto pulp paper machinery supply two units end 2010 remaining ones expected delivery beginning 2011
0,result transactions aggregate holdings burrill life sciences capital fund l p decreased 5 per cent total number shares votes company
1,addition fireplace exports demand lining stone exceeded level earlier part year continue clearly brisker remainder year
1,rapala estimates net sales 2008 increase 8 0 pct 12 pct assuming 2007 exchange rates
0,operating result showed loss eur 2 9 mn year showed profit eur 0 6 mn
0,staff reduction start immediately glaston added
0,september alone market declined 10 2 percent year year 19 28 million liters
0,part reorganisation measures take place spring 2006 tamglass finton start personnel negotiations affect entire staff 33
1,domestic business best already close finnish dog owners
1,recovery demand started toward end 2009 continued january march 2010
1,finnish raute precision large glass batch plant mortar plant orders mexico us
0,result 12 people made redundant total 67 persons laid temporarily
0,copper lead nickel also dropped hbos hbos plummeted 20 70 3 pence saying year
1,operating profit net sales six month period increased respectively eur0 4 eur3 2 compared corresponding period 2005
0,however company saw net profit third quarter eur1 4 eur1 5 corresponding period 2009
1,look forward helping company develop operational services digitalize services customers
1,finnish technology group aspocomp group oyj omx helsinki acg1v issued third quarter report thursday 13 november posting operating profit eur0 4 compared loss eur0 5 third quarter 2007
1,president ceo mika vehvil inen says 2 signs first foremost emerging outside finland
0,budapest august 10 mti finnish electronics maker elcoteq lay 700 workers plants pecs hungary end september falling orders communications director elcoteq local unit zoltan krippl told mti monday
1,nokia bought chicago based navteq 2008 acquiring maps database compete google maps well navigation device companies tomtom nv garmin ltd
0,finnish financial software solutions developer basware oyj said net profit fell 884 000 euro 1 2 mln first quarter 2007 2 0 mln euro 2 7 mln year earlier
0,q1 2009 company result taxes continuing operations excluding non recurring items totalled eur 0 4 mn compared eur 0 1 mn corresponding period 2008
1,according ringman finnish paper companies acquired know capacity paper recycling turned successful strategy
1,outotec oyj press release december 4 2009 10 30 outotec establishes new subsidiary kolkata outotec established subsidiary india order better serve indian customers increase business growing indian market
1,according bosse present cooperation beneficial parties however
1,press conference lattelecom board chairman nils melngailis explained blackstone chosen experience sector well financial strength
0,finnish vaahto group provides paper making technology process machinery starting negotiations concerning temporary lay offs 140 employees company plants hollola tampere finland
1,helsinki afx shares closed higher led nokia announced plans team sanyo manufacture 3g handsets nokian tyres fourth quarter earnings report beat analysts expectations dealers said
0,currency effect 3 0 pct 20 mln euro 31 3 mln 0 impact revenue
1,finnish fibers plastic products maker suominen corporation said net loss narrowed 1 6 mln euro 2 0 mln first nine months 2006 2 16 mln euro 2 7 mln period 2005
0,finnish waste management cleaning group lassila tikanoja oyj l net profit went 32 2 mln euro 47 7 mln 2007 35 3 mln euro 52 3 mln 2006
1,ruukki signed contract norwegian company veidekke entreprenor
0,14 000 customers left powerless
1,upon completion keskuskatu form backbone helsinki pedestrianised downtown area linking city main pedestrian precincts
0,repurchases shall decrease distributable capital reserves
0,consolidated pretax profit decreased 69 2 eur 41 0 mn eur 133 1 mn 2007
1,benefon wireless gps technology company supply karputer twig navigation platform gps satellite navigation voice guidance service
0,upm stock fell 3 percent euro 12 49 17 24 early afternoon trading helsinki
1,operating income rose eur 696 4 mn eur 600 3 mn 2009
1,vdw combined lxe devices enhances productivity enabling workers use single device perform voice scanning keyboard functions
1,however expects banks provide alternative financing
1,rationalization operations seeks achieve eur 1 million yearly savings second quarter current financial year
1,biohit already services many current genesis customers customer base expected expand result agreement
1,according acnielsen scantrack study period week 10 2005 week 9 2006 coca cola market leader soft drinks finland
1,reporting period biotie north american licensing partner somaxon pharmaceuticals announced 2 results nalmefene pilot phase 2 clinical trial smoking cessation
1,first contract envisaged construction three ferryboats option two units confirmed total value 500 mln euro 645 8 mln
1,h move enhance growth
1,technical indicators stock bullish p gives nok 2 4 stars 5 buy ranking
1,amending proposal simplifies proposed plan increases incentive key employees stay company
1,transaction 2 impact around eur2m earnings ruukki recognize fourth quarter year
1,vaisala group successful international technology company develops manufactures markets electronic measurement systems products
0,sales tiimari business went 8 eur 11 8 million gallerix stores saw 29 growth eur 2 million
0,insurer axa par cs slid 5 35 eur 14 15 citigroup ing slashed targets stock
0,personnel reductions primarily affect working parent company diagnostics business production logistics liquid handling business
1,ixonos rich heritage developing leadership experiences smartphone segment
1,sales improved sek 1 553 mn compared sek 1 408 mn
1,talentum expects net sales core business increase 2008 compared 2007
0,super nasty said eric schultze chief technology officer shavlik technologies llc st paul minn based maker patch management tools
0,group result taxes eur 1 9 3 0 million
0,result 20 persons longer needed
1,first quarter 2010 mark market result pretax profit eur 133 million versus loss eur 32 million period last year
0,net sales finnish sanoma learning literature finnish media group sanoma decreased 3 6 january june 2009 totalling eur 162 8 mn eur 168 8 mn corresponding period 2008
1,significant experience smartphone functionality development mobile internet services uniting two smooth user experience
0,capital expenditure energy efficiency unfortunately fallen along decline economy
1,policy also aimed making companies profitable competitive
1,members management team contribute adjustment measures temporary salary cut 5
1,financial impact estimated 1 5 meur annual improvement division result starting fiscal year 2007
1,earlier month company signed deal india based information technology services giant wipro technologies transfer sell radio access related r activities berlin
0,net sales kyro main business area glaston technologies manufacturer glass processing machines decreased eur 161 5 mn eur 164 1 mn january september 2005
0,revenue quarter totaled 27 4 billion 2 percent 28 1 billion fourth quarter 2008
1,also strengthen existing partnership cybercom says teleste cto esko myllyla
1,finnish mobile operator dna function subcontractor maingate responsible telecommunications connections
1,january 11 2010 ephc board directors approved increase quarterly dividend 0 03 0 05 per share
0,adpnews oct 21 2009 finland based consultancy tieto oyj hel tie1v said today net profit plunged eur 29 4 million usd 43 9 first nine months 2009 eur 58 7 million period
0,nokia u shares 3 3 percent lower 12 73 1750 gmt
1,yit says acquisition part strategy expansion central eastern european markets
1,singapore may 2011 1 july 2010 finnish air carrier finnair oyj hel fia1s said today open daily route singapore 30 may 2011 part growth strategy asia
1,aim increase sales least one fifth 2006
0,profit period totalled eur 0 8 mn eur 1 1 mn corresponding period 2008
0,thanks internet consumers compare products previously finnish companies competitive
1,terms profitability earnings 2007 best year history chief executive veli matti mattila said
1,dubbed nokia money solutions company officials say initiative would seek bridge gap banked unbanked developing countries
1,finnish office supplies computer accessories dealer beltton group plc said net profit rose 1 3 mln euro 1 7 mln 2006 1 13 mln euro 1 5 mln 2005
1,efficiency programs totalling 100 million euros way finnair
1,4g allows customers use mobile broadband services speeds ten times higher today 3g
0,operating result 12 month period decreased profit eur0 4 turnover decreased eur5 6 compared 2004
0,eur5 9 h1 09 3 august 2009 finnish media group ilkka yhtyma oyj hel ilk2s said today net profit fell 45 year eur5 9 first half 2009
0,dealers said share largely hit investor disappointment refining margin 9 48 usd per barrel quarter performance shipping unit saw ebit drop 5 mln eur 20 mln eur year amid fall volumes tanker rates
1,componenta objective agreement increase business existing production lines
1,circulation revenue increased 5 finland 4 sweden 2008
1,fiskars 360 year old global business best known orange handled scissors expects derive synergies eur5 million year consolidating certain parts housewares division two compete
1,finnish retailer stockmann approval board swedish rival lindex public tender offer aim expanding companies presence russia cee countries stockmann said monday
1,finnish messaging solutions developer tecnomen corporation omx helsinki tem1v said thursday 11 december received expansion order convergent charging solution latin america
0,food trade sales amounted eur320 1 decline 1 1
1,sports equipment sales also progressed well owing prolonged winter season
0,therefore company 2005 result remain weaker 2004
1,company said investments new market areas resulted sales increase sweden poland russia lithuania
1,finnish food company raisio oyj hel raivv said today buy british snacks confectionery company big bear group plc enterprise value eur 95 3 million usd 129 9
1,kesko pursues strategy healthy focused growth concentrating sales services consumer customers
1,position pursue novel clinical candidates going forward
0,operating profit excluding non recurring items decreased eur 6 2 mn eur 16 8 mn 2007 representing 2 3 net sales
1,operating profit rose eur 103 4 mn eur 23 2 corresponding period 2006
1,choose efficient best overall value option customers already bidding stage
0,production levels agreed producers long time ago fall consumption lead losses
1,cutting number plants group trim fixed costs
1,satama net profit third quarter 2007 rose 275 000 euro 395 000 270 000 euro 388 000 period 2006
1,move aimed boosting sales cost efficiency market share finland
1,finnish forest machinery equipment maker ponsse oyj said october 5 2007 deliver total 67 cut length method forest machines 44 harvester heads brazilian paper maker bahia pulp unnamed uruguayan wood harvesting contractors
1,dmasia 16 august 2006 benefon extends manufacturing capability asmobile 2006 digitalmediaasia com dma ltd
0,close omx helsinki 25 0 01 pct lower 3 067 64 points omx helsinki 0 05 pct 10 321 46 points 1 343 bln eur turnover
0,according aktia asset management finnish analysts forecasts 2009 still high
0,one dark spot horizon however company performance finnish bottled water market
1,2008 deal likely bring savings eur 20mn 25mn
1,extremely delighted project continuation cooperation viking line
1,services also give supplier opportunity key invoices receive orders electronically send order confirmations upload create electronic catalogues
1,addition deal includes call option enable maritim food increase holding sandanger 51 future
1,thanks wide contact network good knowledge market business environment give great contribution development indian operations tells incap president ceo juhani hanninen
1,vessel order help aspo secure long term competitiveness fleet terms technology pricing
1,refining margin year 13 39 bbl compared 10 46 bbl prior year
1,real sales expected increased 4 year year eur609m second quarter 2010
1,finnish vacon signed significant deals norwegian scandinavian electric systems ses supply ac drives
1,revenue july september grew 14 percent euro 467 million year earlier company said thursday
1,major order india comptel corporation received significant long term order mediation provisioning solutions used leading operator india
1,juha jordan chief engineer glaston said one reasons choosing vacon global ac drives supplier service support centres countries glaston operates
1,previously eb delivered custom solution lg electronics making commercially available mobile terminal vendors well wireless operators
1,india trade russia currently stands four billion dollars growing 9 6 per cent fiscal 2007
1,panostaja oyj panostaja board directors decided 16 december 2010 new long term incentive commitment plan members management team
0,eb announced stock exchange release november 18th 2008 j bergqvist resigned chairmanship membership board eb
1,strong company brands esl shipping leipurin telko kaukomarkkinat aim market leaders sectors
0,stora enso oyj largest papermaker october said would close four mills
0,period end cash cash equivalents totaled eur6 5 compared eur10 5 previous year
1,time profit company increased 10 h1 reached ls 79 000
1,via takeover panostaja expands business area specialising digital printing since previously consists subsidiaries kopijyva oy sokonet oy
1,significant sales increase 18 6 russia
1,estimated synergy benefits least eur7m annually
1,glaston headquartered tampere finland growing international glass technology company
1,buyer aims thus reinforce position denmark martela group managing director heikki martela said
1,full year net sales expected increase approximately 10 company said
1,finnish silicon wafers manufacturer okmetic oyj said june 29 2007 signed agreement nordea bank finland plc local subsidiary swedish commercial bank nordea bank ab refinance okmetic syndicated bank facility amounts 20 mln euro 26 9 mln
1,divestment line company plans focus selected growth segments streamline corporate structure company explained
1,delighted move says morna cowie co owner double size current shop lovely feel
0,pretax profit totaled eur 4 9 mn compared eur 5 2 mn first quarter 2005
0,chief executive officer olli pekka kallasvuo changes tuesday mark third time nine months company reshuffled executives operations nokia loses ground apple iphone rim blackberry
0,temporary lay offs affecting entire workforce also implemented
1,operating profit turnover nine month period increased respectively eur2 4 eur43 8 compared corresponding period year ago
1,teleste acquisition marks entry services business market long established significant supplier products
1,sales expected increase end year 2006 however
0,london marketwatch share prices ended lower london monday rebound bank stocks failed offset broader weakness ftse 100
1,finnish suominen corporation specialises wet wipes nonwovens flexible packaging reports net sales eur 44 1 mn second quarter 2010 eur 43 3 mn second quarter 2009
0,konecranes oyj kcr1v fh fell 5 5 percent 20 51 euros biggest fall since june
1,contract covers hdo platform ac800 cxe880 optical fttb nodes designed increase forward return path capacity transmission networks
0,disappointment see plan folded
1,consumers well received packed fresh meat
1,kai tulonen chief technology officer sysopen digia says mobility business suite represents significant milestone company offering telecommunications industry
1,lowering prices us competitors shows real estate market stabilised returned balance apartments acquiring fair price eyes clients
1,tele2 affarsvarlden gave buy recommendation mobile operator tele2 ab share price target 142 crowns 23 54 15 19 euro
1,layoffs aimed reaching annual savings target 1 5 billion euros 2 billion end 2010
1,omx nordic 40 omxn40 index comprising 40 traded nordic stocks nasdaq omx exchange closed 1 29 1 084 47 points friday
1,operating profit rose eur 4 7 mn eur 3 6 mn
1,seminar memorandum understanding co operation signed finnish kemira company vietnam national chemical corporation
1,based strong customer interest feedback using rpm mobile phone manufacturers operators enterprises developer forums significantly increase product service quality user experience cost efficiency tulonen continues
1,stock trading maps 50 day map sek72 983 higher 200 day map sek70 283 bullish indicator
1,ebit margin 1 4 5 1
1,net income life insurance rose eur 16 5 mn eur 14 0 mn net income non life insurance eur 22 6 mn eur 15 2 mn 2009
1,theodosopoulos said tellabs could value nokia siemens nortel given leading supply status verizon along high growth products
0,sales finland decreased 10 5 january sales outside finland dropped 17
0,operating loss totalled eur 4 0 mn compared profit eur 8 6 mn second quarter 2008
1,ruukki experience logistics construction competence project management also best references terms steel frame production installation says onodi stefan general manager arxikon construction company srl ruukki customer
1,recent months capman taken significant steps simplify operations ceo lennart simonsen said
1,pearl plaza llc joint venture srv shanghai industrial investment holdings co ltd concluded investment decision construction first phase shopping center saint petersburg russia
1,fixing home base cutting costs closing non profitable units looking going forward said
1,basware corporation stock exchange release august 31 2010 16 25 basware signed large deal international industrial group basware deliver invoice automation solution connectivity services international industrial group
1,pleased proud performance last year chief executive juha rantanen said statement
1,finnish ponsse signed agreement babcock africa distribution support ponsse forest machines harvester heads information systems south africa
0,teliasonera underlying results however included 457 mln skr 2 one offs hence adjusted underlying ebitda actually amounts 7 309 bln skr clearly expectations analysts said
1,lithuanian beer makers sold 256 88 million liters beer 2005 rise 4 5 per cent year earlier figure 245 92 million liters
1,financing arrangements enable company ensure line treasury policy sufficient financial instruments disposal potential capital requirements
1,shareholders rakvere lihakombinaat decided favor buyout minority shares mid july
0,revenue quarter fell 8 percent euro 2 4 billion compared year earlier
0,go bed worrying every night said
1,also turned earnings per share eps eur 0 44 versus loss per share eur 2 26
1,cargotec corporation press release april 28 2008 2 00 p finnish time cargotec macgregor business area providing marine cargo handling offshore load handling solutions received significant hatch cover orders bulk carriers
1,also said third quarter diluted eps came 0 34 eur compared 0 16 eur quarter year ago
0,10 33 huhtamaki market biggest faller 8 69 pct lower 11 35 eur omx helsinki 25 0 32 pct higher 3 332 41 omx helsinki 0 47 pct 11 687 32
1,mika stahlberg vp f secure labs said excited proud f secure recognized av comparatives product year
0,sweden oversupply pharmacies
0,q2 2009 profit taxes amounted eur 13 6 mn eur 26 8 mn q2 2008
0,finnish forest industry group stora enso oyj issued thursday 20 march profit warning first quarter 2008
1,company goal achieve annual savings eur 2 million usd 2 7 two thirds realized 2010
1,separating side businesses able faster expand develop tapro retail network
1,neste oil working 20 research communities europe america africa asia australia develop introduce new raw materials
1,core solidium investment strategy proper value enhancing asset management current holdings
1,january september 2007 finnlines net sales rose eur 505 4 mn eur 473 5 mn corresponding period 2006
1,earnings per share january june 2010 eur0 30 increase 20 year year eur0 25
1,end 2006 number outlets rise 60 70
1,1 february 2011 finnish textile clothing company marimekko oyj hel mmo1v said today preliminary operating profit grew eur8 2 2010 eur6 3 2009
1,transaction alma media raised stake talentum 30 65 shares 31 12 voting rights
1,marimekko today 20 november signed license agreement swedish chain whereby marimekko license popular patterns 1950s 1960s 1970s h
1,finnish airline finnair deal uk public sector official airline flights london heathrow osaka japan well flights manchester uk helsinki finland
0,uncertainties cloud long term outlook
1,bank forecasts finland gdp grow 2 2010 2011
1,finnish metso paper awarded contract rebuild sabah forest industries sfi pulp mill sabah malaysia
1,finnish cargotec awarded significant order total 292 hiab loader cranes bae systems us
1,company said paper demand increased main markets including publication papers increased average paper prices 4 percent compared last year
0,orion net profit third quarter 2007 decreased 36 5 mln euro 52 1 mln 40 3 mln euro 57 5 mln year earlier
0,period sales dropped eur30 6 eur38 3 according interim report released today
1,third quarter net sales increased 12 year year eur159 5 6 comparable currency rates growth
0,earnings per share eps first half 2007 amounted eur0 29 eur0 40 year ago
1,ruukki romania local arm finnish metal producer ruukki increased capital 900 000 euro 1 14 mln cash contribution reported september 19 2006
1,nokia strong track record lower end handset market said july touch screen offering would come year cheaper rival models order tap higher volume market
1,productional situation improved
1,finnish handling systems company cargotec oyj hel cgcbv said today eur 13 million usd 16 6 contract deliver macgregor hatch covers ships ordered norwegian shipowner grieg shipping
1,nevertheless market share rose 49 14 percent 48 51 percent year earlier
